cod_municipio,municipio,ano,situacao,populacao
4114302,Mandirituba (PR),2010,Rural,14806
4114351,Manfrinópolis (PR),2010,Total,3127
4114351,Manfrinópolis (PR),2010,Urbana,652
4114351,Manfrinópolis (PR),2010,Rural,2475
4114401,Mangueirinha (PR),2010,Total,17048
4114401,Mangueirinha (PR),2010,Urbana,8394
4114401,Mangueirinha (PR),2010,Rural,8654
4114500,Manoel Ribas (PR),2010,Total,13169
4114500,Manoel Ribas (PR),2010,Urbana,6805
4114500,Manoel Ribas (PR),2010,Rural,6364
4114609,Marechal Cândido Rondon (PR),2010,Total,46819
4114609,Marechal Cândido Rondon (PR),2010,Urbana,39147
4114609,Marechal Cândido Rondon (PR),2010,Rural,7672
4114708,Maria Helena (PR),2010,Total,5956
4114708,Maria Helena (PR),2010,Urbana,3994
4114708,Maria Helena (PR),2010,Rural,1962
4114807,Marialva (PR),2010,Total,31959
4114807,Marialva (PR),2010,Urbana,25792
4114807,Marialva (PR),2010,Rural,6167
4114906,Marilândia do Sul (PR),2010,Total,8863
4114906,Marilândia do Sul (PR),2010,Urbana,6314
4114906,Marilândia do Sul (PR),2010,Rural,2549
4115002,Marilena (PR),2010,Total,6858
4115002,Marilena (PR),2010,Urbana,4984
4115002,Marilena (PR),2010,Rural,1874
4115101,Mariluz (PR),2010,Total,10224
4115101,Mariluz (PR),2010,Urbana,8467
4115101,Mariluz (PR),2010,Rural,1757
4115200,Maringá (PR),2010,Total,357077
4115200,Maringá (PR),2010,Urbana,350653
4115200,Maringá (PR),2010,Rural,6424
4115309,Mariópolis (PR),2010,Total,6268
4115309,Mariópolis (PR),2010,Urbana,4469
4115309,Mariópolis (PR),2010,Rural,1799
4115358,Maripá (PR),2010,Total,5684
4115358,Maripá (PR),2010,Urbana,3262
4115358,Maripá (PR),2010,Rural,2422
4115408,Marmeleiro (PR),2010,Total,13900
4115408,Marmeleiro (PR),2010,Urbana,8824
4115408,Marmeleiro (PR),2010,Rural,5076
4115457,Marquinho (PR),2010,Total,4981
4115457,Marquinho (PR),2010,Urbana,524
4115457,Marquinho (PR),2010,Rural,4457
4115507,Marumbi (PR),2010,Total,4603
4115507,Marumbi (PR),2010,Urbana,3141
4115507,Marumbi (PR),2010,Rural,1462
4115606,Matelândia (PR),2010,Total,16078
4115606,Matelândia (PR),2010,Urbana,11613
4115606,Matelândia (PR),2010,Rural,4465
4115705,Matinhos (PR),2010,Total,29428
4115705,Matinhos (PR),2010,Urbana,29279
4115705,Matinhos (PR),2010,Rural,149
4115739,Mato Rico (PR),2010,Total,3818
4115739,Mato Rico (PR),2010,Urbana,957
4115739,Mato Rico (PR),2010,Rural,2861
4115754,Mauá da Serra (PR),2010,Total,8555
4115754,Mauá da Serra (PR),2010,Urbana,7013
4115754,Mauá da Serra (PR),2010,Rural,1542
4115804,Medianeira (PR),2010,Total,41817
4115804,Medianeira (PR),2010,Urbana,37390
4115804,Medianeira (PR),2010,Rural,4427
4115853,Mercedes (PR),2010,Total,5046
4115853,Mercedes (PR),2010,Urbana,2439
4115853,Mercedes (PR),2010,Rural,2607
4115903,Mirador (PR),2010,Total,2327
4115903,Mirador (PR),2010,Urbana,1579
4115903,Mirador (PR),2010,Rural,748
4116000,Miraselva (PR),2010,Total,1862
4116000,Miraselva (PR),2010,Urbana,1430
4116000,Miraselva (PR),2010,Rural,432
4116059,Missal (PR),2010,Total,10474
4116059,Missal (PR),2010,Urbana,5420
4116059,Missal (PR),2010,Rural,5054
4116109,Moreira Sales (PR),2010,Total,12606
4116109,Moreira Sales (PR),2010,Urbana,9933
4116109,Moreira Sales (PR),2010,Rural,2673
4116208,Morretes (PR),2010,Total,15718
4116208,Morretes (PR),2010,Urbana,7178
4116208,Morretes (PR),2010,Rural,8540
4116307,Munhoz de Melo (PR),2010,Total,3672
4116307,Munhoz de Melo (PR),2010,Urbana,2974
4116307,Munhoz de Melo (PR),2010,Rural,698
4116406,Nossa Senhora das Graças (PR),2010,Total,3836
4116406,Nossa Senhora das Graças (PR),2010,Urbana,3182
4116406,Nossa Senhora das Graças (PR),2010,Rural,654
4116505,Nova Aliança do Ivaí (PR),2010,Total,1431
4116505,Nova Aliança do Ivaí (PR),2010,Urbana,1041
4116505,Nova Aliança do Ivaí (PR),2010,Rural,390
4116604,Nova América da Colina (PR),2010,Total,3478
4116604,Nova América da Colina (PR),2010,Urbana,2524
4116604,Nova América da Colina (PR),2010,Rural,954
4116703,Nova Aurora (PR),2010,Total,11866
4116703,Nova Aurora (PR),2010,Urbana,9040
4116703,Nova Aurora (PR),2010,Rural,2826
4116802,Nova Cantu (PR),2010,Total,7425
4116802,Nova Cantu (PR),2010,Urbana,4104
4116802,Nova Cantu (PR),2010,Rural,3321
4116901,Nova Esperança (PR),2010,Total,26615
4116901,Nova Esperança (PR),2010,Urbana,24323
4116901,Nova Esperança (PR),2010,Rural,2292
4116950,Nova Esperança do Sudoeste (PR),2010,Total,5098
4116950,Nova Esperança do Sudoeste (PR),2010,Urbana,1744
4116950,Nova Esperança do Sudoeste (PR),2010,Rural,3354
4117008,Nova Fátima (PR),2010,Total,8147
4117008,Nova Fátima (PR),2010,Urbana,6609
4117008,Nova Fátima (PR),2010,Rural,1538
4117057,Nova Laranjeiras (PR),2010,Total,11241
4117057,Nova Laranjeiras (PR),2010,Urbana,2372
4117057,Nova Laranjeiras (PR),2010,Rural,8869
4117107,Nova Londrina (PR),2010,Total,13067
4117107,Nova Londrina (PR),2010,Urbana,12014
4117107,Nova Londrina (PR),2010,Rural,1053
4117206,Nova Olímpia (PR),2010,Total,5503
4117206,Nova Olímpia (PR),2010,Urbana,4685
4117206,Nova Olímpia (PR),2010,Rural,818
4117214,Nova Santa Bárbara (PR),2010,Total,3908
4117214,Nova Santa Bárbara (PR),2010,Urbana,3279
4117214,Nova Santa Bárbara (PR),2010,Rural,629
4117222,Nova Santa Rosa (PR),2010,Total,7626
4117222,Nova Santa Rosa (PR),2010,Urbana,5315
4117222,Nova Santa Rosa (PR),2010,Rural,2311
4117255,Nova Prata do Iguaçu (PR),2010,Total,10377
4117255,Nova Prata do Iguaçu (PR),2010,Urbana,6067
4117255,Nova Prata do Iguaçu (PR),2010,Rural,4310
4117271,Nova Tebas (PR),2010,Total,7398
4117271,Nova Tebas (PR),2010,Urbana,2891
4117271,Nova Tebas (PR),2010,Rural,4507
4117297,Novo Itacolomi (PR),2010,Total,2827
4117297,Novo Itacolomi (PR),2010,Urbana,1588
4117297,Novo Itacolomi (PR),2010,Rural,1239
4117305,Ortigueira (PR),2010,Total,23380
4117305,Ortigueira (PR),2010,Urbana,9587
4117305,Ortigueira (PR),2010,Rural,13793
4117404,Ourizona (PR),2010,Total,3380
4117404,Ourizona (PR),2010,Urbana,3044
4117404,Ourizona (PR),2010,Rural,336
4117453,Ouro Verde do Oeste (PR),2010,Total,5692
4117453,Ouro Verde do Oeste (PR),2010,Urbana,4039
4117453,Ouro Verde do Oeste (PR),2010,Rural,1653
4117503,Paiçandu (PR),2010,Total,35936
4117503,Paiçandu (PR),2010,Urbana,35445
4117503,Paiçandu (PR),2010,Rural,491
4117602,Palmas (PR),2010,Total,42888
4117602,Palmas (PR),2010,Urbana,39795
4117602,Palmas (PR),2010,Rural,3093
4117701,Palmeira (PR),2010,Total,32123
4117701,Palmeira (PR),2010,Urbana,19375
4117701,Palmeira (PR),2010,Rural,12748
4117800,Palmital (PR),2010,Total,14865
4117800,Palmital (PR),2010,Urbana,7399
4117800,Palmital (PR),2010,Rural,7466
4117909,Palotina (PR),2010,Total,28683
4117909,Palotina (PR),2010,Urbana,24646
4117909,Palotina (PR),2010,Rural,4037
4118006,Paraíso do Norte (PR),2010,Total,11772
4118006,Paraíso do Norte (PR),2010,Urbana,11099
4118006,Paraíso do Norte (PR),2010,Rural,673
4118105,Paranacity (PR),2010,Total,10250
4118105,Paranacity (PR),2010,Urbana,9469
4118105,Paranacity (PR),2010,Rural,781
4118204,Paranaguá (PR),2010,Total,140469
4118204,Paranaguá (PR),2010,Urbana,135386
4118204,Paranaguá (PR),2010,Rural,5083
4118303,Paranapoema (PR),2010,Total,2791
4118303,Paranapoema (PR),2010,Urbana,2500
4118303,Paranapoema (PR),2010,Rural,291
4118402,Paranavaí (PR),2010,Total,81590
4118402,Paranavaí (PR),2010,Urbana,77728
4118402,Paranavaí (PR),2010,Rural,3862
4118451,Pato Bragado (PR),2010,Total,4822
4118451,Pato Bragado (PR),2010,Urbana,2993
4118451,Pato Bragado (PR),2010,Rural,1829
4118501,Pato Branco (PR),2010,Total,72370
4118501,Pato Branco (PR),2010,Urbana,68091
4118501,Pato Branco (PR),2010,Rural,4279
4118600,Paula Freitas (PR),2010,Total,5434
4118600,Paula Freitas (PR),2010,Urbana,2748
4118600,Paula Freitas (PR),2010,Rural,2686
4118709,Paulo Frontin (PR),2010,Total,6913
4118709,Paulo Frontin (PR),2010,Urbana,2173
4118709,Paulo Frontin (PR),2010,Rural,4740
4118808,Peabiru (PR),2010,Total,13624
4118808,Peabiru (PR),2010,Urbana,11009
4118808,Peabiru (PR),2010,Rural,2615
4118857,Perobal (PR),2010,Total,5653
4118857,Perobal (PR),2010,Urbana,3080
4118857,Perobal (PR),2010,Rural,2573
4118907,Pérola (PR),2010,Total,10208
4118907,Pérola (PR),2010,Urbana,8070
4118907,Pérola (PR),2010,Rural,2138
4119004,Pérola d'Oeste (PR),2010,Total,6761
4119004,Pérola d'Oeste (PR),2010,Urbana,3187
4119004,Pérola d'Oeste (PR),2010,Rural,3574
4119103,Piên (PR),2010,Total,11236
4119103,Piên (PR),2010,Urbana,4523
4119103,Piên (PR),2010,Rural,6713
4119152,Pinhais (PR),2010,Total,117008
4119152,Pinhais (PR),2010,Urbana,117008
4119152,Pinhais (PR),2010,Rural,0
4119202,Pinhalão (PR),2010,Total,6215
4119202,Pinhalão (PR),2010,Urbana,3924
4119202,Pinhalão (PR),2010,Rural,2291
4119251,Pinhal de São Bento (PR),2010,Total,2625
4119251,Pinhal de São Bento (PR),2010,Urbana,1166
4119251,Pinhal de São Bento (PR),2010,Rural,1459
4119301,Pinhão (PR),2010,Total,30208
4119301,Pinhão (PR),2010,Urbana,15317
4119301,Pinhão (PR),2010,Rural,14891
4119400,Piraí do Sul (PR),2010,Total,23424
4119400,Piraí do Sul (PR),2010,Urbana,16102
4119400,Piraí do Sul (PR),2010,Rural,7322
4119509,Piraquara (PR),2010,Total,93207
4119509,Piraquara (PR),2010,Urbana,45738
4119509,Piraquara (PR),2010,Rural,47469
4119608,Pitanga (PR),2010,Total,32638
4119608,Pitanga (PR),2010,Urbana,20590
4119608,Pitanga (PR),2010,Rural,12048
4119657,Pitangueiras (PR),2010,Total,2814
4119657,Pitangueiras (PR),2010,Urbana,2040
4119657,Pitangueiras (PR),2010,Rural,774
4119707,Planaltina do Paraná (PR),2010,Total,4095
4119707,Planaltina do Paraná (PR),2010,Urbana,2773
4119707,Planaltina do Paraná (PR),2010,Rural,1322
4119806,Planalto (PR),2010,Total,13654
4119806,Planalto (PR),2010,Urbana,6068
4119806,Planalto (PR),2010,Rural,7586
4119905,Ponta Grossa (PR),2010,Total,311611
4119905,Ponta Grossa (PR),2010,Urbana,304733
4119905,Ponta Grossa (PR),2010,Rural,6878
4119954,Pontal do Paraná (PR),2010,Total,20920
4119954,Pontal do Paraná (PR),2010,Urbana,20743
4119954,Pontal do Paraná (PR),2010,Rural,177
4120002,Porecatu (PR),2010,Total,14189
4120002,Porecatu (PR),2010,Urbana,11442
4120002,Porecatu (PR),2010,Rural,2747
4120101,Porto Amazonas (PR),2010,Total,4514
4120101,Porto Amazonas (PR),2010,Urbana,2948
4120101,Porto Amazonas (PR),2010,Rural,1566
4120150,Porto Barreiro (PR),2010,Total,3663
4120150,Porto Barreiro (PR),2010,Urbana,691
4120150,Porto Barreiro (PR),2010,Rural,2972
4120200,Porto Rico (PR),2010,Total,2530
4120200,Porto Rico (PR),2010,Urbana,1764
4120200,Porto Rico (PR),2010,Rural,766
4120309,Porto Vitória (PR),2010,Total,4020
4120309,Porto Vitória (PR),2010,Urbana,2235
4120309,Porto Vitória (PR),2010,Rural,1785
4120333,Prado Ferreira (PR),2010,Total,3434
4120333,Prado Ferreira (PR),2010,Urbana,3015
4120333,Prado Ferreira (PR),2010,Rural,419
4120358,Pranchita (PR),2010,Total,5628
4120358,Pranchita (PR),2010,Urbana,3605
4120358,Pranchita (PR),2010,Rural,2023
4120408,Presidente Castelo Branco (PR),2010,Total,4784
4120408,Presidente Castelo Branco (PR),2010,Urbana,4197
4120408,Presidente Castelo Branco (PR),2010,Rural,587
4120507,Primeiro de Maio (PR),2010,Total,10832
4120507,Primeiro de Maio (PR),2010,Urbana,10083
4120507,Primeiro de Maio (PR),2010,Rural,749
4120606,Prudentópolis (PR),2010,Total,48792
4120606,Prudentópolis (PR),2010,Urbana,22463
4120606,Prudentópolis (PR),2010,Rural,26329
4120655,Quarto Centenário (PR),2010,Total,4856
4120655,Quarto Centenário (PR),2010,Urbana,2912
4120655,Quarto Centenário (PR),2010,Rural,1944
4120705,Quatiguá (PR),2010,Total,7045
4120705,Quatiguá (PR),2010,Urbana,6372
4120705,Quatiguá (PR),2010,Rural,673
4120804,Quatro Barras (PR),2010,Total,19851
4120804,Quatro Barras (PR),2010,Urbana,17941
4120804,Quatro Barras (PR),2010,Rural,1910
4120853,Quatro Pontes (PR),2010,Total,3803
4120853,Quatro Pontes (PR),2010,Urbana,2437
4120853,Quatro Pontes (PR),2010,Rural,1366
4120903,Quedas do Iguaçu (PR),2010,Total,30605
4120903,Quedas do Iguaçu (PR),2010,Urbana,20987
4120903,Quedas do Iguaçu (PR),2010,Rural,9618
4121000,Querência do Norte (PR),2010,Total,11729
4121000,Querência do Norte (PR),2010,Urbana,7622
4121000,Querência do Norte (PR),2010,Rural,4107
4121109,Quinta do Sol (PR),2010,Total,5088
4121109,Quinta do Sol (PR),2010,Urbana,3811
4121109,Quinta do Sol (PR),2010,Rural,1277
4121208,Quitandinha (PR),2010,Total,17089
4121208,Quitandinha (PR),2010,Urbana,4887
4121208,Quitandinha (PR),2010,Rural,12202
4121257,Ramilândia (PR),2010,Total,4134
4121257,Ramilândia (PR),2010,Urbana,2043
4121257,Ramilândia (PR),2010,Rural,2091
4121307,Rancho Alegre (PR),2010,Total,3955
4121307,Rancho Alegre (PR),2010,Urbana,3470
4121307,Rancho Alegre (PR),2010,Rural,485
4121356,Rancho Alegre D'Oeste (PR),2010,Total,2847
4121356,Rancho Alegre D'Oeste (PR),2010,Urbana,2303
4121356,Rancho Alegre D'Oeste (PR),2010,Rural,544
4121406,Realeza (PR),2010,Total,16338
4121406,Realeza (PR),2010,Urbana,11796
4121406,Realeza (PR),2010,Rural,4542
4121505,Rebouças (PR),2010,Total,14176
4121505,Rebouças (PR),2010,Urbana,7505
4121505,Rebouças (PR),2010,Rural,6671
4121604,Renascença (PR),2010,Total,6812
4121604,Renascença (PR),2010,Urbana,3485
4121604,Renascença (PR),2010,Rural,3327
4121703,Reserva (PR),2010,Total,25172
4121703,Reserva (PR),2010,Urbana,12206
4121703,Reserva (PR),2010,Rural,12966
4121752,Reserva do Iguaçu (PR),2010,Total,7307
4121752,Reserva do Iguaçu (PR),2010,Urbana,3905
4121752,Reserva do Iguaçu (PR),2010,Rural,3402
4121802,Ribeirão Claro (PR),2010,Total,10678
4121802,Ribeirão Claro (PR),2010,Urbana,7085
4121802,Ribeirão Claro (PR),2010,Rural,3593
4121901,Ribeirão do Pinhal (PR),2010,Total,13524
4121901,Ribeirão do Pinhal (PR),2010,Urbana,11078
4121901,Ribeirão do Pinhal (PR),2010,Rural,2446
4122008,Rio Azul (PR),2010,Total,14093
4122008,Rio Azul (PR),2010,Urbana,5012
4122008,Rio Azul (PR),2010,Rural,9081
4122107,Rio Bom (PR),2010,Total,3334
4122107,Rio Bom (PR),2010,Urbana,2007
4122107,Rio Bom (PR),2010,Rural,1327
4122156,Rio Bonito do Iguaçu (PR),2010,Total,13661
4122156,Rio Bonito do Iguaçu (PR),2010,Urbana,3322
4122156,Rio Bonito do Iguaçu (PR),2010,Rural,10339
4122172,Rio Branco do Ivaí (PR),2010,Total,3898
4122172,Rio Branco do Ivaí (PR),2010,Urbana,919
4122172,Rio Branco do Ivaí (PR),2010,Rural,2979
4122206,Rio Branco do Sul (PR),2010,Total,30650
4122206,Rio Branco do Sul (PR),2010,Urbana,22045
4122206,Rio Branco do Sul (PR),2010,Rural,8605
4122305,Rio Negro (PR),2010,Total,31274
4122305,Rio Negro (PR),2010,Urbana,25710
4122305,Rio Negro (PR),2010,Rural,5564
4122404,Rolândia (PR),2010,Total,57862
4122404,Rolândia (PR),2010,Urbana,54749
4122404,Rolândia (PR),2010,Rural,3113
4122503,Roncador (PR),2010,Total,11537
4122503,Roncador (PR),2010,Urbana,7120
4122503,Roncador (PR),2010,Rural,4417
4122602,Rondon (PR),2010,Total,8996
4122602,Rondon (PR),2010,Urbana,7196
4122602,Rondon (PR),2010,Rural,1800
4122651,Rosário do Ivaí (PR),2010,Total,5588
4122651,Rosário do Ivaí (PR),2010,Urbana,2721
4122651,Rosário do Ivaí (PR),2010,Rural,2867
4122701,Sabáudia (PR),2010,Total,6096
4122701,Sabáudia (PR),2010,Urbana,5097
4122701,Sabáudia (PR),2010,Rural,999
4122800,Salgado Filho (PR),2010,Total,4403
4122800,Salgado Filho (PR),2010,Urbana,2254
4122800,Salgado Filho (PR),2010,Rural,2149
4122909,Salto do Itararé (PR),2010,Total,5178
4122909,Salto do Itararé (PR),2010,Urbana,3723
4122909,Salto do Itararé (PR),2010,Rural,1455
4123006,Salto do Lontra (PR),2010,Total,13689
4123006,Salto do Lontra (PR),2010,Urbana,7431
4123006,Salto do Lontra (PR),2010,Rural,6258
4123105,Santa Amélia (PR),2010,Total,3803
4123105,Santa Amélia (PR),2010,Urbana,2886
4123105,Santa Amélia (PR),2010,Rural,917
4123204,Santa Cecília do Pavão (PR),2010,Total,3646
4123204,Santa Cecília do Pavão (PR),2010,Urbana,3057
4123204,Santa Cecília do Pavão (PR),2010,Rural,589
4123303,Santa Cruz de Monte Castelo (PR),2010,Total,8092
4123303,Santa Cruz de Monte Castelo (PR),2010,Urbana,5753
4123303,Santa Cruz de Monte Castelo (PR),2010,Rural,2339
4123402,Santa Fé (PR),2010,Total,10432
4123402,Santa Fé (PR),2010,Urbana,9232
4123402,Santa Fé (PR),2010,Rural,1200
4123501,Santa Helena (PR),2010,Total,23413
4123501,Santa Helena (PR),2010,Urbana,12586
4123501,Santa Helena (PR),2010,Rural,10827
4123600,Santa Inês (PR),2010,Total,1818
4123600,Santa Inês (PR),2010,Urbana,1192
4123600,Santa Inês (PR),2010,Rural,626
4123709,Santa Isabel do Ivaí (PR),2010,Total,8760
4123709,Santa Isabel do Ivaí (PR),2010,Urbana,7062
4123709,Santa Isabel do Ivaí (PR),2010,Rural,1698
4123808,Santa Izabel do Oeste (PR),2010,Total,13132
4123808,Santa Izabel do Oeste (PR),2010,Urbana,7421
4123808,Santa Izabel do Oeste (PR),2010,Rural,5711
4123824,Santa Lúcia (PR),2010,Total,3925
4123824,Santa Lúcia (PR),2010,Urbana,2536
4123824,Santa Lúcia (PR),2010,Rural,1389
4123857,Santa Maria do Oeste (PR),2010,Total,11500
4123857,Santa Maria do Oeste (PR),2010,Urbana,3211
4123857,Santa Maria do Oeste (PR),2010,Rural,8289
4123907,Santa Mariana (PR),2010,Total,12435
4123907,Santa Mariana (PR),2010,Urbana,8320
4123907,Santa Mariana (PR),2010,Rural,4115
4123956,Santa Mônica (PR),2010,Total,3571
4123956,Santa Mônica (PR),2010,Urbana,1475
4123956,Santa Mônica (PR),2010,Rural,2096
4124004,Santana do Itararé (PR),2010,Total,5249
4124004,Santana do Itararé (PR),2010,Urbana,3456
4124004,Santana do Itararé (PR),2010,Rural,1793
4124020,Santa Tereza do Oeste (PR),2010,Total,10332
4124020,Santa Tereza do Oeste (PR),2010,Urbana,8035
4124020,Santa Tereza do Oeste (PR),2010,Rural,2297
4124053,Santa Terezinha de Itaipu (PR),2010,Total,20841
4124053,Santa Terezinha de Itaipu (PR),2010,Urbana,18837
4124053,Santa Terezinha de Itaipu (PR),2010,Rural,2004
4124103,Santo Antônio da Platina (PR),2010,Total,42707
4124103,Santo Antônio da Platina (PR),2010,Urbana,36944
4124103,Santo Antônio da Platina (PR),2010,Rural,5763
4124202,Santo Antônio do Caiuá (PR),2010,Total,2727
4124202,Santo Antônio do Caiuá (PR),2010,Urbana,2123
4124202,Santo Antônio do Caiuá (PR),2010,Rural,604
4124301,Santo Antônio do Paraíso (PR),2010,Total,2408
4124301,Santo Antônio do Paraíso (PR),2010,Urbana,1822
4124301,Santo Antônio do Paraíso (PR),2010,Rural,586
4124400,Santo Antônio do Sudoeste (PR),2010,Total,18893
4124400,Santo Antônio do Sudoeste (PR),2010,Urbana,13711
4124400,Santo Antônio do Sudoeste (PR),2010,Rural,5182
4124509,Santo Inácio (PR),2010,Total,5269
4124509,Santo Inácio (PR),2010,Urbana,4200
4124509,Santo Inácio (PR),2010,Rural,1069
4124608,São Carlos do Ivaí (PR),2010,Total,6354
4124608,São Carlos do Ivaí (PR),2010,Urbana,5679
4124608,São Carlos do Ivaí (PR),2010,Rural,675
4124707,São Jerônimo da Serra (PR),2010,Total,11337
4124707,São Jerônimo da Serra (PR),2010,Urbana,5661
4124707,São Jerônimo da Serra (PR),2010,Rural,5676
4124806,São João (PR),2010,Total,10599
4124806,São João (PR),2010,Urbana,6735
4124806,São João (PR),2010,Rural,3864
4124905,São João do Caiuá (PR),2010,Total,5911
4124905,São João do Caiuá (PR),2010,Urbana,5039
4124905,São João do Caiuá (PR),2010,Rural,872
4125001,São João do Ivaí (PR),2010,Total,11525
4125001,São João do Ivaí (PR),2010,Urbana,8874
4125001,São João do Ivaí (PR),2010,Rural,2651
4125100,São João do Triunfo (PR),2010,Total,13704
4125100,São João do Triunfo (PR),2010,Urbana,4048
4125100,São João do Triunfo (PR),2010,Rural,9656
4125209,São Jorge d'Oeste (PR),2010,Total,9085
4125209,São Jorge d'Oeste (PR),2010,Urbana,5214
4125209,São Jorge d'Oeste (PR),2010,Rural,3871
4125308,São Jorge do Ivaí (PR),2010,Total,5517
4125308,São Jorge do Ivaí (PR),2010,Urbana,4781
4125308,São Jorge do Ivaí (PR),2010,Rural,736
4125357,São Jorge do Patrocínio (PR),2010,Total,6041
4125357,São Jorge do Patrocínio (PR),2010,Urbana,3539
4125357,São Jorge do Patrocínio (PR),2010,Rural,2502
4125407,São José da Boa Vista (PR),2010,Total,6511
4125407,São José da Boa Vista (PR),2010,Urbana,3864
4125407,São José da Boa Vista (PR),2010,Rural,2647
4125456,São José das Palmeiras (PR),2010,Total,3830
4125456,São José das Palmeiras (PR),2010,Urbana,2411
4125456,São José das Palmeiras (PR),2010,Rural,1419
4125506,São José dos Pinhais (PR),2010,Total,264210
4125506,São José dos Pinhais (PR),2010,Urbana,236895
4125506,São José dos Pinhais (PR),2010,Rural,27315
4125555,São Manoel do Paraná (PR),2010,Total,2098
4125555,São Manoel do Paraná (PR),2010,Urbana,1159
4125555,São Manoel do Paraná (PR),2010,Rural,939
4125605,São Mateus do Sul (PR),2010,Total,41257
4125605,São Mateus do Sul (PR),2010,Urbana,25706
4125605,São Mateus do Sul (PR),2010,Rural,15551
4125704,São Miguel do Iguaçu (PR),2010,Total,25769
4125704,São Miguel do Iguaçu (PR),2010,Urbana,16485
4125704,São Miguel do Iguaçu (PR),2010,Rural,9284
4125753,São Pedro do Iguaçu (PR),2010,Total,6491
4125753,São Pedro do Iguaçu (PR),2010,Urbana,4055
4125753,São Pedro do Iguaçu (PR),2010,Rural,2436
4125803,São Pedro do Ivaí (PR),2010,Total,10167
4125803,São Pedro do Ivaí (PR),2010,Urbana,8044
4125803,São Pedro do Ivaí (PR),2010,Rural,2123
4125902,São Pedro do Paraná (PR),2010,Total,2491
4125902,São Pedro do Paraná (PR),2010,Urbana,1631
4125902,São Pedro do Paraná (PR),2010,Rural,860
4126009,São Sebastião da Amoreira (PR),2010,Total,8626
4126009,São Sebastião da Amoreira (PR),2010,Urbana,7593
4126009,São Sebastião da Amoreira (PR),2010,Rural,1033
